Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_IC4H10_PFRC2 (),Mass_fraction_IC4H8_PFRC2 (),Mass_fraction_IC4H7_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H8-2_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_NC5H10_PFRC2 (),Mass_fraction_B1M2_PFRC2 (),Mass_fraction_B1M3_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_IC8H16_PFRC2 (),Mass_fraction_DIMEPTD_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_C6H5C2H5_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Mass_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),UHC_Sens_GasRxn#32_PFRC2 (),UHC_Sens_GasRxn#154_PFRC2 (),UHC_Sens_GasRxn#381_PFRC2 (),UHC_Sens_GasRxn#620_PFRC2 (),UHC_Sens_GasRxn#1148_PFRC2 (),UHC_Sens_GasRxn#2803_PFRC2 (),UHC_Sens_GasRxn#8284_PFRC2 (),UHC_Sens_GasRxn#8287_PFRC2 (),UHC_Sens_GasRxn#11455_PFRC2 (),UHC_Sens_GasRxn#11845_PFRC2 (),Volatile_organic_compounds_PFRC2 (ppm),VOC_Sens_GasRxn#32_PFRC2 (),VOC_Sens_GasRxn#154_PFRC2 (),VOC_Sens_GasRxn#381_PFRC2 (),VOC_Sens_GasRxn#620_PFRC2 (),VOC_Sens_GasRxn#1148_PFRC2 (),VOC_Sens_GasRxn#2803_PFRC2 (),VOC_Sens_GasRxn#8284_PFRC2 (),VOC_Sens_GasRxn#8287_PFRC2 (),VOC_Sens_GasRxn#11455_PFRC2 (),VOC_Sens_GasRxn#11845_PFRC2 ()
0.8810384,0.001160498,6.283185,3.141593,6.283185,756.6363,0.2353964,-7.654114E7,1093.292,1.39625E8,1093.292,1.000001,0.2024223,0.03630182,6.90567E-5,0.006192622,0.02725344,4.738817E-4,0.001821338,0.07413882,0.0010189,0.004274337,0.001535994,0.1190259,0.004334022,0.01005155,9.392994E-4,0.01213406,3.179541E-4,0.003492673,3.308884E-4,0.004861475,0.001142504,8.046083E-4,0.007952692,0.01036312,0.1376803,0.01758977,0.07420398,0.002082566,0.06494758,0.1693401,8.884167,9.902908E-5,504965.9,-0.003607808,0.001360421,6.010981E-4,0.00144931,-0.001083214,9.971885E-4,-0.002001393,-9.068956E-4,-0.008691422,-0.001810512,504971.1,-0.003608029,0.001360583,6.011979E-4,0.001449633,-0.001083372,9.973291E-4,-0.002001686,-9.067913E-4,-0.008691969,-0.001810324
0.9199971,0.001211995,6.283185,3.141593,6.283185,756.4169,0.2353964,-7.233612E7,1092.264,1.394441E8,1092.264,1.000001,0.2023768,0.03696577,6.690983E-5,0.006274295,0.0277418,4.890264E-4,0.001845935,0.07514131,0.001048331,0.004316052,0.001560622,0.1208225,0.004278543,0.01015275,9.564703E-4,0.01230692,3.288377E-4,0.003569092,3.427544E-4,0.004901697,0.001158754,8.109727E-4,0.008043196,0.01041066,0.1360748,0.01772568,0.07412121,0.002116121,0.06386146,0.167257,8.878391,9.905781E-5,504637.5,-0.003597496,0.001351791,6.083116E-4,0.001460364,-0.001098573,0.00100956,-0.002014757,-9.182103E-4,-0.008683141,-0.001801807,504642.7,-0.003597708,0.001351954,6.084151E-4,0.00146072,-0.001098713,0.001009684,-0.002015078,-9.181032E-4,-0.008683691,-0.001801617
0.9655937,0.001272285,6.283185,3.141593,6.283185,756.1588,0.2353964,-6.812378E7,1091.102,1.392396E8,1091.102,1.000001,0.2023252,0.03771165,6.451605E-5,0.006365381,0.02829032,5.062524E-4,0.001873511,0.07625538,0.001081519,0.004361533,0.00158816,0.1228238,0.00421549,0.0102638,9.757067E-4,0.01249965,3.412209E-4,0.003655403,3.563398E-4,0.004945474,0.001176405,8.178503E-4,0.008142958,0.01046027,0.1342799,0.01787236,0.07402864,0.002153435,0.06266014,0.1649393,8.871971,9.909161E-5,504272.6,-0.003586163,0.001341962,6.16089E-4,0.001472387,-0.001115135,0.001022797,-0.002029484,-9.303724E-4,-0.008671954,-0.001791541,504277.9,-0.003586382,0.001342128,6.161978E-4,0.001472763,-0.001115279,0.001022925,-0.00202982,-9.302582E-4,-0.008672532,-0.00179135
1.0,0.001317792,6.283185,3.141593,6.283185,755.9636,0.2353964,-6.526627E7,1090.253,1.3909E8,1090.253,1.000001,0.2022875,0.03825353,6.280903E-5,0.006431132,0.02868884,5.18912E-4,0.001893521,0.07705686,0.001105761,0.00439366,0.001608081,0.1242663,0.004168906,0.01034268,9.896402E-4,0.01263867,3.503185E-4,0.003718439,3.663839E-4,0.004976348,0.001188813,8.226626E-4,0.00821418,0.01049382,0.1329816,0.01797495,0.07396163,0.002180282,0.06179968,0.1632705,8.867353,9.911719E-5,504010.1,-0.003577812,0.001334739,6.295823E-4,0.001480871,-0.001126687,0.001031963,-0.002039965,-9.386892E-4,-0.008662558,-0.001783799,504015.4,-0.003578037,0.001334906,6.296945E-4,0.001481256,-0.001126836,0.001032096,-0.002040308,-9.385714E-4,-0.008663145,-0.001783603
1.2,0.001582555,6.283185,3.141593,6.283185,754.8214,0.2353964,-5.170033E7,1085.698,1.382885E8,1085.698,1.000001,0.202085,0.04110218,5.444953E-5,0.006771585,0.03078434,5.873848E-4,0.001998662,0.08116466,0.001234814,0.004550233,0.001711672,0.1316934,0.00391467,0.01073344,0.001062333,0.01335626,3.994673E-4,0.004054308,4.215837E-4,0.005126491,0.001248354,8.455322E-4,0.008571772,0.01063768,0.1262333,0.01846164,0.07361258,0.002317815,0.05743776,0.1546993,8.843674,9.926719E-5,502664.2,-0.003532917,0.001295509,6.707408E-4,0.001521973,-0.001180872,0.001074213,-0.00209175,-9.75917E-4,-0.008544618,-0.001739758,502669.4,-0.00353317,0.00129568,6.708674E-4,0.001522382,-0.001181045,0.001074366,-0.002092104,-9.757911E-4,-0.008545184,-0.001739514
1.4,0.001847721,6.283185,3.141593,6.283185,753.6666,0.2353964,-4.206871E7,1081.658,1.375774E8,1081.658,1.000001,0.2019072,0.04353205,4.799287E-5,0.007055999,0.03257234,6.482565E-4,0.002088771,0.08452945,0.001346673,0.004667473,0.001798587,0.1378194,0.003687051,0.01103542,0.001123609,0.0139513,4.430525E-4,0.004346739,4.719434E-4,0.005239053,0.001291506,8.618954E-4,0.008854505,0.01071936,0.1205798,0.01880841,0.07331931,0.002430184,0.05392501,0.1476556,8.824263,9.941928E-5,501560.9,-0.003494067,0.001261635,7.029827E-4,0.001552372,-0.001219562,0.00110269,-0.002131192,-9.989297E-4,-0.00852341,-0.00169855,501565.9,-0.003494341,0.00126181,7.031215E-4,0.0015528,-0.001219754,0.001102859,-0.002131556,-9.987971E-4,-0.008523959,-0.001698269
1.6,0.002113295,6.283185,3.141593,6.283185,752.5005,0.2353964,-3.490748E7,1077.992,1.369321E8,1077.992,1.000001,0.2017488,0.04564132,4.283164E-5,0.007299384,0.03412477,7.028259E-4,0.002167818,0.08734881,0.001444737,0.004757241,0.001873047,0.1429815,0.003482614,0.01127474,0.001176296,0.01445567,4.820167E-4,0.004604961,5.18171E-4,0.00532595,0.001323272,8.738524E-4,0.009083542,0.01076198,0.1157479,0.01906046,0.07306815,0.002523918,0.05102257,0.1417384,8.807984,9.957336E-5,500635.7,-0.003460476,0.001231424,7.292248E-4,0.001575269,-0.001245995,0.001121139,-0.002161637,-0.001013272,-0.008447463,-0.001660801,500640.7,-0.003460768,0.001231601,7.29375E-4,0.00157572,-0.001246205,0.001121322,-0.002162016,-0.00101313,-0.008448019,-0.001660498
1.8,0.002379283,6.283185,3.141593,6.283185,751.3241,0.2353964,-2.941104E7,1074.611,1.363369E8,1074.611,1.000001,0.2016065,0.04749648,3.859548E-5,0.007511406,0.03549011,7.52071E-4,0.002238341,0.08975129,0.001531481,0.004827012,0.001937853,0.1474018,0.003297937,0.01146793,0.001222295,0.01489019,5.170802E-4,0.004835391,5.608169E-4,0.00539451,0.001346852,8.826989E-4,0.009272432,0.01077907,0.1115563,0.01924568,0.07285004,0.00260333,0.04857823,0.1366856,8.794099,9.972925E-5,499846.7,-0.003450569,0.001209847,7.509601E-4,0.001588639,-0.001265135,0.001133309,-0.00218535,-0.001019742,-0.00837284,-0.001669996,499852.2,-0.003450859,0.00121003,7.511281E-4,0.001589153,-0.001265367,0.001133512,-0.002185784,-0.001019562,-0.008373559,-0.001669735
1.897032,0.002508482,6.283185,3.141593,6.283185,750.7501,0.2353964,-2.722122E7,1073.053,1.360628E8,1073.053,1.000001,0.2015425,0.04831926,3.678901E-5,0.007604981,0.0360957,7.742742E-4,0.002270015,0.09079405,0.001570059,0.004855206,0.001966417,0.1493267,0.00321457,0.01154842,0.001242612,0.01508026,5.328549E-4,0.004938608,5.803486E-4,0.005422657,0.00135599,8.861291E-4,0.009352461,0.01078082,0.1097142,0.01931712,0.07275414,0.002637613,0.04752546,0.1344897,8.788069,9.98055E-5,499504.0,-0.003418452,0.001194755,7.601956E-4,0.001599594,-0.001272289,0.001137436,-0.0021949,-0.001021495,-0.008337552,-0.001602898,499509.5,-0.00341875,0.001194939,7.603695E-4,0.001600121,-0.001272529,0.001137645,-0.002195344,-0.001021309,-0.008338283,-0.001602631
2.0,0.002645691,6.283185,3.141593,6.283185,750.1388,0.2353964,-2.512119E7,1071.451,1.357808E8,1071.451,1.000001,0.2014777,0.04914444,3.503349E-5,0.007698629,0.03670305,7.967543E-4,0.00230207,0.09182604,0.001608789,0.004881805,0.001994969,0.1512355,0.003130066,0.011626,0.001262948,0.01526932,5.488034E-4,0.005042744,6.003217E-4,0.005449556,0.00136435,8.892747E-4,0.009430442,0.01077916,0.107877,0.01938237,0.0726585,0.002671414,0.04648824,0.1323148,8.782098,9.988684E-5,499164.6,-0.003405677,0.001183306,7.692101E-4,0.001605998,-0.001278661,0.001140809,-0.002203873,-0.00102239,-0.00830091,-0.001536473,499170.1,-0.003405984,0.00118349,7.693889E-4,0.001606532,-0.001278908,0.001141024,-0.00220432,-0.001022202,-0.008301632,-0.001536192
2.2,0.00291252,6.283185,3.141593,6.283185,748.9456,0.2353964,-2.16488E7,1068.469,1.35256E8,1068.469,1.000001,0.2013603,0.05062089,3.20065E-5,0.00786585,0.03778956,8.374913E-4,0.00236026,0.09363757,0.001678129,0.00492514,0.002045842,0.1545959,0.002976565,0.01175683,0.001299255,0.01560361,5.776437E-4,0.005230624,6.3705E-4,0.005494407,0.001377278,8.941672E-4,0.009564171,0.01076779,0.1046157,0.0194831,0.07248878,0.002730388,0.04467882,0.1284937,8.77161,1.00046E-4,498568.5,-0.003383055,0.001162925,7.934563E-4,0.001616141,-0.001297985,0.0011559,-0.002218368,-0.001021814,-0.008232373,-0.001567681,498573.9,-0.003383377,0.001163111,7.936439E-4,0.001616688,-0.001298245,0.001156124,-0.002218824,-0.001021621,-0.008233082,-0.001567375
2.4,0.003179776,6.283185,3.141593,6.283185,747.7452,0.2353964,-1.8813E7,1065.633,1.347568E8,1065.633,1.000001,0.2012528,0.05195243,2.939229E-5,0.008016531,0.03876902,8.747672E-4,0.002413819,0.09523298,0.00174064,0.004959516,0.002091537,0.1575661,0.002835478,0.01186602,0.001331953,0.01590078,6.039626E-4,0.005401774,6.712934E-4,0.005531378,0.001386699,8.977826E-4,0.009678374,0.01074866,0.1017026,0.01955664,0.07233733,0.002781873,0.04309685,0.1251251,8.762367,1.002066E-4,498043.1,-0.003356823,0.001144676,7.921726E-4,0.001623821,-0.001294326,0.001133594,-0.002229685,-0.001018921,-0.008167479,-0.001542538,498048.5,-0.003357156,0.001144863,7.92369E-4,0.001624383,-0.001294597,0.001133828,-0.002230152,-0.001018722,-0.008168192,-0.001542217
2.6,0.003447463,6.283185,3.141593,6.283185,746.5387,0.2353964,-1.640615E7,1062.917,1.342787E8,1062.917,1.000001,0.2011539,0.05316036,2.712604E-5,0.008153369,0.03965704,9.089937E-4,0.002463455,0.09664902,0.001797262,0.004986825,0.002132895,0.1602114,0.002705176,0.01195785,0.001361627,0.01616687,6.28065E-4,0.005558438,7.033041E-4,0.005562191,0.00139341,9.004225E-4,0.009776712,0.01072436,0.09908274,0.01960947,0.07220134,0.002827143,0.04170141,0.1221332,8.754157,1.003685E-4,497576.5,-0.003344831,0.001136552,8.094279E-4,0.001636547,-0.001298445,0.00114627,-0.002238466,-0.001014364,-0.008105951,-0.001519312,497582.1,-0.003345165,0.001136739,8.096333E-4,0.001637132,-0.001298726,0.001146512,-0.002238953,-0.00101415,-0.008106702,-0.001518995
2.8,0.003715585,6.283185,3.141593,6.283185,745.3265,0.2353964,-1.448608E7,1060.302,1.338184E8,1060.302,1.000001,0.2010626,0.05426113,2.509767E-5,0.008278383,0.0404657,9.405027E-4,0.002509703,0.09791358,0.001848743,0.005008456,0.002170557,0.1625815,0.002584302,0.01203543,0.001388723,0.01640649,6.50199E-4,0.00570238,7.332892E-4,0.005588093,0.001397984,9.02302E-4,0.009861924,0.01069667,0.09671358,0.01964626,0.07207863,0.002867166,0.04046188,0.1194602,8.746821,1.005318E-4,497159.6,-0.003328514,0.001105137,8.193637E-4,0.001633736,-0.001300176,0.001144894,-0.002249242,-0.001129929,-0.008048568,-0.001499549,497165.1,-0.003328857,0.001105324,8.195768E-4,0.001634335,-0.001300467,0.001145144,-0.002249741,-0.001129706,-0.008049328,-0.001499223
3.0,0.003984143,6.283185,3.141593,6.283185,744.1094,0.2353964,-1.28103E7,1057.772,1.333733E8,1057.772,1.000001,0.2009781,0.05526872,2.330996E-5,0.008393251,0.0412053,9.695937E-4,0.002553008,0.09904956,0.001895733,0.005025509,0.002205055,0.1647174,0.002471749,0.01210131,0.001413614,0.01662348,6.705843E-4,0.005835133,7.614393E-4,0.005610054,0.001400874,9.035891E-4,0.009936222,0.01066686,0.09455981,0.0196706,0.07196737,0.002902743,0.03935344,0.1170585,8.740228,1.006962E-4,496784.9,-0.003313641,0.001099824,8.280324E-4,0.001636662,-0.001301005,0.001141909,-0.002239849,-0.001063953,-0.007994187,-0.001481232,496790.4,-0.003313994,0.001100012,8.28252E-4,0.001637269,-0.001301304,0.001142165,-0.002240354,-0.001063728,-0.007994938,-0.00148089
3.2,0.004253141,6.283185,3.141593,6.283185,742.888,0.2353964,-1.137971E7,1055.317,1.329412E8,1055.317,1.000002,0.2008995,0.05619396,2.170943E-5,0.008499242,0.04188375,9.965002E-4,0.002593708,0.1000743,0.001938736,0.005038801,0.002236793,0.1666501,0.002366621,0.01215737,0.001436583,0.01682072,6.893946E-4,0.005957876,7.879042E-4,0.005628786,0.001402416,9.044068E-4,0.01000126,0.01063582,0.09259448,0.01968512,0.07186617,0.002934487,0.03835746,0.1148921,8.734279,1.008618E-4,496446.7,-0.003300061,0.001087464,8.356191E-4,0.001638566,-0.001300563,0.001138127,-0.00225422,-0.001001573,-0.007943031,-0.001455516,496452.2,-0.00330042,0.001087652,8.358449E-4,0.001639184,-0.001300869,0.001138388,-0.002254734,-0.001001343,-0.007943785,-0.001455166
3.4,0.004522583,6.283185,3.141593,6.283185,741.6626,0.2353964,-1.013382E7,1052.926,1.325203E8,1052.926,1.000002,0.2008264,0.05704635,2.027252E-5,0.00859745,0.04250802,0.001021437,0.002632093,0.1010028,0.001978204,0.005049014,0.002266124,0.1684068,0.002268123,0.01220521,0.001457875,0.01700073,7.067886E-4,0.006071672,8.12824E-4,0.005644874,0.001402887,9.048552E-4,0.01005846,0.01060424,0.09079403,0.01969196,0.0717738,0.002962925,0.03745802,0.1129296,8.728886,1.010284E-4,496140.2,-0.003287577,0.001080431,8.422832E-4,0.001639639,-0.001299246,0.001134346,-0.002256607,-9.564326E-4,-0.007894867,-0.001459942,496145.8,-0.00328794,0.001080618,8.425149E-4,0.001640269,-0.001299558,0.001134611,-0.002257131,-9.561953E-4,-0.007895634,-0.001459588
3.586141,0.004773757,6.283185,3.141593,6.283185,740.519,0.2353964,-9144022.0,1050.752,1.321376E8,1050.752,1.000002,0.2007628,0.05778079,1.905143E-5,0.008682602,0.04304515,0.001043025,0.002665936,0.1017905,0.002012073,0.00505621,0.002291498,0.1699018,0.002181855,0.01224343,0.001476354,0.0171545,7.218154E-4,0.00617027,8.347251E-4,0.005657857,0.001402553,9.050079E-4,0.01010558,0.01057478,0.08925049,0.01969284,0.07169493,0.002986783,0.03669697,0.1112652,8.724311,1.011844E-4,495880.3,-0.003276821,0.001065975,8.477634E-4,0.001640023,-0.001313263,0.001130137,-0.002258137,-8.989426E-4,-0.007852605,-0.00143724,495886.1,-0.003277168,0.001066161,8.48002E-4,0.001640679,-0.001313581,0.001130407,-0.002258686,-8.986835E-4,-0.007853444,-0.001436914
3.6,0.004792474,6.283185,3.141593,6.283185,740.4337,0.2353964,-9074296.0,1050.592,1.321094E8,1050.592,1.000002,0.2007582,0.05783335,1.89651E-5,0.008688718,0.04308357,0.001044573,0.002668388,0.1018465,0.002014492,0.005056667,0.002293319,0.1700081,0.002175626,0.01224606,0.001477682,0.01716546,7.228921E-4,0.006177348,8.363086E-4,0.005658756,0.001402501,9.050103E-4,0.01010888,0.01057259,0.08914027,0.01969272,0.07168931,0.002988467,0.03664298,0.111147,8.723986,1.011961E-4,495861.8,-0.003276051,0.001064944,8.481461E-4,0.001640031,-0.001311057,0.001129811,-0.002258225,-8.954949E-4,-0.007849549,-0.001436397,495867.6,-0.0032764,0.00106513,8.483851E-4,0.001640687,-0.001311376,0.001130082,-0.002258775,-8.952356E-4,-0.007850388,-0.00143607
3.8,0.005062811,6.283185,3.141593,6.283185,739.2019,0.2353964,-8137883.0,1048.306,1.317071E8,1048.306,1.000002,0.2006944,0.05856242,1.777826E-5,0.008773868,0.04361605,0.001066097,0.002702822,0.1026168,0.002047974,0.005062224,0.002318646,0.1714747,0.002088474,0.01228099,0.00149619,0.01731684,7.378404E-4,0.006275791,8.58488E-4,0.005670823,0.001401422,9.049331E-4,0.01015356,0.01054121,0.08761482,0.01968876,0.07161174,0.003011504,0.03590056,0.1095205,8.719511,1.013647E-4,495607.5,-0.003265356,0.001050688,8.533251E-4,0.001639863,-0.001279848,0.001127584,-0.002392524,-8.47734E-4,-0.007806797,-0.001424919,495613.3,-0.003265707,0.001050873,8.535695E-4,0.00164053,-0.001280172,0.001127859,-0.002393082,-8.474684E-4,-0.007807645,-0.001424589
3.872812,0.005161342,6.283185,3.141593,6.283185,738.7527,0.2353964,-7824780.0,1047.485,1.315626E8,1047.485,1.000002,0.2006722,0.05881456,1.737526E-5,0.008803471,0.04379999,0.001073558,0.002714927,0.1028806,0.002059517,0.005063796,0.00232744,0.1719779,0.00205799,0.01229241,0.001502633,0.01736891,7.430145E-4,0.006309954,8.662554E-4,0.005674821,0.001400888,9.048577E-4,0.01016854,0.01052991,0.0870888,0.01968634,0.07158508,0.003019328,0.03564668,0.1089637,8.717978,1.014264E-4,495520.4,-0.003261649,0.00104578,8.550574E-4,0.001639722,-0.001268784,0.0011173,-0.002381767,-9.6876E-4,-0.007791857,-0.001421052,495526.3,-0.003261994,0.001045965,8.553042E-4,0.001640398,-0.001269111,0.001117576,-0.002382333,-9.684848E-4,-0.007792731,-0.001420732
4.0,0.005333601,6.283185,3.141593,6.283185,737.9673,0.2353964,-7317812.0,1046.064,1.313125E8,1046.064,1.000002,0.2006347,0.05923882,1.669573E-5,0.008853479,0.04410928,0.001086131,0.002735548,0.1033215,0.002078902,0.00506602,0.00234229,0.1728205,0.002006237,0.01231082,0.001513529,0.01745621,7.517258E-4,0.00636759,8.794443E-4,0.005681348,0.001399791,9.046715E-4,0.0101932,0.01051036,0.08620522,0.01968105,0.07154042,0.003032318,0.03522271,0.1080336,8.715417,1.015343E-4,495374.8,-0.003255399,0.001047225,8.579011E-4,0.001639232,-0.001291693,0.001099748,-0.002362988,-9.63716E-4,-0.007766496,-0.001414658,495380.7,-0.00325575,0.00104741,8.58151E-4,0.001639911,-0.001292022,0.001100027,-0.002363558,-9.634394E-4,-0.007767365,-0.001414331
4.2,0.005604843,6.283185,3.141593,6.283185,736.7304,0.2353964,-6594245.0,1043.86,1.309247E8,1043.86,1.000002,0.2005787,0.05986788,1.570228E-5,0.008928122,0.04456725,0.001104813,0.002766724,0.1039683,0.00210754,0.005068356,0.002364437,0.1740597,0.001928447,0.0123363,0.001529828,0.01758489,7.646475E-4,0.006453377,8.992724E-4,0.005690583,0.001397718,9.042653E-4,0.01022849,0.01048022,0.08489872,0.01967045,0.07147468,0.003051182,0.03460147,0.1066701,8.711661,1.017048E-4,495161.3,-0.003246473,0.001038981,8.617641E-4,0.001762805,-0.00128837,0.001114631,-0.002333602,-9.558169E-4,-0.007728449,-0.001404758,495167.2,-0.003246833,0.001039166,8.620184E-4,0.001763487,-0.001288705,0.001114912,-0.002334176,-9.555387E-4,-0.007729308,-0.001404418
4.4,0.005876542,6.283185,3.141593,6.283185,735.4914,0.2353964,-5951210.0,1041.692,1.30543E8,1041.692,1.000002,0.2005261,0.06045363,1.478923E-5,0.008998224,0.04499291,0.001122243,0.002796467,0.1045629,0.002134087,0.005069458,0.002385223,0.1752027,0.001854769,0.01235798,0.001545183,0.01770389,7.766796E-4,0.006533617,9.180424E-4,0.005698707,0.001395292,9.037445E-4,0.01025994,0.01045091,0.08368597,0.01965758,0.07141402,0.0030683,0.03403103,0.1054179,8.708208,1.018761E-4,494965.0,-0.003236813,0.001031322,8.65422E-4,0.001743017,-0.001284781,0.001109286,-0.002304508,-9.479993E-4,-0.007692532,-0.0013963,494970.9,-0.003237176,0.001031507,8.656798E-4,0.001743704,-0.001285118,0.001109569,-0.002305088,-9.477191E-4,-0.007693385,-0.001395954
4.6,0.006148698,6.283185,3.141593,6.283185,734.2507,0.2353964,-5382033.0,1039.555,1.301669E8,1039.555,1.000002,0.2004767,0.06099996,1.39459E-5,0.009064195,0.04538915,0.001138522,0.002824889,0.1051108,0.002158733,0.005069532,0.00240478,0.1762595,0.001784866,0.01237639,0.001559685,0.01781415,7.878962E-4,0.006608772,9.358259E-4,0.005705885,0.001392592,9.031355E-4,0.01028801,0.01042251,0.0825579,0.01964298,0.07135796,0.003083865,0.03350587,0.1042654,8.705027,1.020482E-4,494784.3,-0.003229169,0.001024193,8.686664E-4,0.001724279,-0.001280985,0.001103883,-0.002275822,-9.402977E-4,-0.007658604,-0.001388787,494790.1,-0.003229535,0.001024377,8.689281E-4,0.001724973,-0.001281326,0.00110417,-0.002276409,-9.400125E-4,-0.007659462,-0.001388438
4.8,0.006421315,6.283185,3.141593,6.283185,733.0084,0.2353964,-4869685.0,1037.446,1.297957E8,1037.446,1.000002,0.2004301,0.06151024,1.316744E-5,0.009126383,0.04575849,0.001153742,0.002852088,0.1056166,0.002181649,0.005068748,0.002423221,0.1772384,0.001718447,0.01239194,0.001573412,0.01791648,7.983624E-4,0.00667925,9.526875E-4,0.005712251,0.001389676,9.024588E-4,0.0103131,0.01039508,0.08150667,0.0196271,0.07130607,0.003098044,0.03302129,0.1032027,8.702092,1.022212E-4,494617.4,-0.003221435,0.001017542,8.715439E-4,0.001706528,-0.001277033,0.001098462,-0.002247633,-9.327459E-4,-0.007626529,-0.001382132,494623.3,-0.003221805,0.001017727,8.718093E-4,0.001707228,-0.001277378,0.00109875,-0.002248226,-9.324567E-4,-0.007627389,-0.001381779
5.0,0.006694398,6.283185,3.141593,6.283185,731.7648,0.2353964,-4419629.0,1035.363,1.294291E8,1035.363,1.000002,0.2003863,0.06198728,1.244223E-5,0.009185076,0.04610302,0.001167976,0.002878142,0.1060843,0.002202973,0.005067246,0.002440636,0.1781467,0.001655267,0.01240499,0.001586427,0.01801158,8.081328E-4,0.006745386,9.68681E-4,0.005717913,0.001386596,9.017314E-4,0.01033555,0.01036866,0.08052587,0.01961026,0.071258,0.003110971,0.03257346,0.1022217,8.699379,1.023949E-4,494463.3,-0.003214127,0.001011331,8.740927E-4,0.001689713,-0.001272966,0.001093049,-0.002220012,-9.253666E-4,-0.007605024,-0.001376265,494469.1,-0.003214498,0.001011515,8.743615E-4,0.001690418,-0.001273313,0.001093339,-0.002220612,-9.250724E-4,-0.007605891,-0.00137591
5.2,0.006967943,6.283185,3.141593,6.283185,730.5201,0.2353964,-4011414.0,1033.304,1.290666E8,1033.304,1.000002,0.2003449,0.06243416,1.176956E-5,0.009240591,0.04642506,0.001181311,0.002903144,0.1065179,0.002222862,0.005065151,0.002457127,0.1789917,0.001595055,0.01241589,0.0015988,0.01810016,8.172694E-4,0.006807562,9.838707E-4,0.005722975,0.001383395,9.009677E-4,0.01035567,0.01034325,0.07960849,0.01959279,0.07121338,0.003122791,0.03215833,0.1013136,8.696866,1.025694E-4,494320.4,-0.003207203,0.001005516,8.763527E-4,0.001673765,-0.001268818,0.001087671,-0.002193003,-9.181749E-4,-0.00757213,-0.001371103,494326.2,-0.003207581,0.0010057,8.766246E-4,0.001674473,-0.001269169,0.001087963,-0.002193606,-9.178797E-4,-0.007572989,-0.00137074
5.4,0.007241954,6.283185,3.141593,6.283185,729.2746,0.2353964,-3644127.0,1031.266,1.287079E8,1031.266,1.000003,0.2003059,0.06285302,1.114295E-5,0.009293143,0.0467262,0.001193805,0.002927153,0.1069201,0.00224142,0.00506256,0.002472761,0.1797785,0.001537633,0.01242488,0.001610577,0.01818272,8.258146E-4,0.006866038,9.982997E-4,0.005727509,0.001380108,9.001789E-4,0.01037372,0.01031885,0.07874977,0.0195749,0.07117194,0.003133602,0.03177314,0.1004724,8.694536,1.027446E-4,494187.9,-0.003200629,0.001000068,8.781411E-4,0.00165864,-0.001264616,0.001082344,-0.002166646,-9.111799E-4,-0.007541214,-0.001366592,494193.8,-0.003201015,0.001000252,8.784159E-4,0.001659351,-0.001264968,0.001082637,-0.002167252,-9.108839E-4,-0.007542066,-0.001366221
5.6,0.007516434,6.283185,3.141593,6.283185,728.0284,0.2353964,-3312613.0,1029.247,1.283527E8,1029.247,1.000003,0.200269,0.0632459,1.055829E-5,0.009342935,0.04700798,0.001205516,0.002950227,0.1072937,0.002258748,0.005059556,0.002487602,0.1805121,0.001482822,0.01243221,0.001621803,0.01825975,8.338098E-4,0.006921065,0.001012011,0.005731578,0.001376762,8.99374E-4,0.01038988,0.01029547,0.07794515,0.01955677,0.07113344,0.003143498,0.03141528,0.09969251,8.692373,1.029204E-4,494065.0,-0.003194378,9.94958E-4,8.798472E-4,0.001644284,-0.00126038,0.001077083,-0.002140967,-9.043885E-4,-0.007512132,-0.001362678,494070.8,-0.003194769,9.951417E-4,8.801247E-4,0.001644997,-0.001260735,0.001077377,-0.002141577,-9.040912E-4,-0.007512979,-0.001362301
